id,text,emotion,intensity,gender,age
912,"At my grandmother's detestable and selfish conduct towards my á elder sister, although her behavior was due to senility and lack of á understanding.",disgust,2,male,27
913,"I arrived late at a seminar concerning my major subject at á university, although I had been appointed to formally oppose the á paper which was being presented.",shame,2,male,27
914,"I had asked the Salvation Army to take away a piece of furniture á of mine, but I forgot to cancel the agreement (a friend of mine á took it) and I thereby caused the Salvation Army people some á unnecessary work.",guilt,1,male,27
915,"On the cliff by the sea, the silence and the sudden voice of a á bird.(swans of the bay)",joy,4,female,25
916,A dark night when I had to go to the outdoor lavatory.,fear,3,female,25
917,When I realized that I was far behind the others in the language á course and I could no longer catch up with the others.,anger,3,female,25
918,"The long lasting illness of my grand-mother, and the changes in á family relationships caused by it.",sadness,3,female,25
919,"Spoilt, smashed and molded potatoes in the fridge, and having to á clean up the dish later.",disgust,4,female,25
920,"A truth expressed unthinkingly at a coffee party.  I realized á later that I had been inconsiderate, at a wrong moment and the á wrong place.",shame,2,female,25
921,"I did not go to the exercises, without any adequate reason.",guilt,3,female,25
922,"When I got home from my job, I found a letter from the university á telling me that I had been admitted to begin my studies.",joy,4,female,22
923,"While watching TV (a war movie), I felt a strong fear of death, á threat and fear of loosing people close to me.",fear,4,female,22
924,I was angry with a friend of mine who behaved in an affected á manner.,anger,2,female,22
925,I made a long-distance call to people rather close to me and I á thought about the sad incident that had happened to them in the á near past; I knew that they were thinking about it too when I made á the call.,sadness,2,female,22
926,My parents inherited an appartment and this made them behave in a á peculiar manner.,disgust,2,female,22
927,When my friend let my personal matters be publicaly known.,shame,3,female,22
928,"When I think about my family (parents, brothers, sisters) guilt á is a part of my feelings.",guilt,2,female,22
929,I unexpectedly met a girl with whom I have always got along well. á ( I had not seen her for several months.),joy,4,male,23
930,When my father was very drunk and raging at home.,fear,3,male,23
931,"When I did not find the rack used for beating up rugs, in the á yard.",anger,1,male,23
932,When one of my cat died of a disease.,sadness,4,male,23
933,I felt disgusted at the environment while getting back to my á student lodging. I did not see anything in the suburb which had á been planned by taking people's comfort into account.,disgust,4,male,23
934,My girlfriend was away visiting another city and I brought á another girl home. Next morning when I started getting sober I á felt quite ashamed of myself.,shame,4,male,23
935,I got 100 FIM too much when I changed money at the bank.  They á soon called me at my job and the situation was embarrasing for á me.,guilt,4,male,23
936,"In Sweden, a friend and I lived in an appartment owned by a Finn. á  One day, this man came back to the appartment heavily drunk á (hashish and alcohol).  He was quite dizzy and he broke down, and á I could not foretell his reactions.  However, nothing happened.",fear,2,male,21
937,"I had an appointment downtown, and the person in question was á half an hour late.",anger,1,male,21
938,The death of my grandmother.,sadness,2,male,21
939,"In the army, I had been in hospital for two weeks and as soon as á I returned to the company, a sergeant ordered me to fetch a load á on the tractor trailer.",disgust,1,male,21
940,"On the way back from a Summer spent in Sweden, I drunk with a man á in the train.  I had drunk so much that when I got home I fell á asleep in the entrance hall.  I have never drunk that much, á neither before nor after that incident.  I was ashamed because my á mother and my sister had to see me in that state and my father á had to carry me to bed.",shame,3,male,21
941,"While at primary school, I did not let a friend ring a bell á although he would have liked to do it.  Afterwards I felt bad.",guilt,4,male,21
942,I got a fairly large amount of my taxes back.,joy,2,female,26
943,"I was jogging in the forest, in the central park area, when I saw á a man hiding behind a tree.  I got frigthened, turned around and á ran out of the forest.",fear,2,female,26
944,"I was coming home in a taxi with a fellow worker of mine.  He was á criticizing my earlier conduct towards him, which to my mind was á unfounded.  When I reached home, I ran out of the taxi and á slammed the door.",anger,4,female,26
945,I had had a farewell party at the place where I had been working á for a year.  That night I could not fall off to sleep.  I was sad á thinking that I would not see my nice fellow workers again.,sadness,2,female,26
946,"I was travelling in a local train when a drunkard, smelling á terribly, entered the same carriage and started eating fish that á was stinking.",disgust,2,female,26
947,"While quarelling with a fellow worker of mine, I was vehement and á irritated and I told him what I thought of him in plain language.  á I was ashamed of myself when I met him the next day.",shame,3,female,26
948,"I was working as a secretary.  My boss was to go to give a á lecture, and wanted me to give him the exact address of the á place.",guilt,2,female,26
949,"A sunny Autumn day, after a long rainy period.",joy,4,female,27
950,"Years ago, on my way to school by the forest path I came across á an exhibitionist.",fear,4,female,27
951,"A person close to me mistook my good intentions for bad, and á therefore associated unpleasant traits to me.",anger,4,female,27
952,[ A person close to me told me that his positive regard depended á on my conduct.],sadness,4,female,27
953,When an untidy and heavyly drunk person made endeavours to á approach me.,disgust,3,female,27
954,"As a little girl, I was sick in the middle of a school day and I á vomitted in the basin of the classroom.",shame,4,female,27
955,I lost my self-control and raised my voice at a child.,guilt,4,female,27
956,I got to know that I had been accepted at university.,joy,2,female,23
957,I had been watching a TV-program on paranormal phenomena.  At á night I could not fall off to sleep as I feared that humanoids á were on the move.,fear,3,female,23
958,"My superior blamed me for some neglects at work in front of á others.  In fact, the task in question was not supposed to be á done by me.",anger,2,female,23
